日期,累计收益,当日投资组合
2021-09-13 00:00:00,0.09337948666130377,"[0.3932947288439659, 0.3895129629508514, 0.21719230820518273]"
2021-09-14 00:00:00,0.07722686034022617,"[0.411582316701182, 0.3817054286460185, 0.20671225465279947]"
2021-09-15 00:00:00,0.07482787380522944,"[0.39120940336508075, 0.3887671428525573, 0.220023453782362]"
2021-09-16 00:00:00,0.055868772639573065,"[0.40009667005721566, 0.38236836032675964, 0.21753496961602467]"
2021-09-17 00:00:00,0.0614916278673317,"[0.3765432159093261, 0.3955453423166716, 0.22791144177400224]"
2021-09-22 00:00:00,0.06851400737923409,"[0.37928008312057404, 0.3998520697994294, 0.22086784707999643]"
2021-09-23 00:00:00,0.07852265284354266,"[0.38225577009240397, 0.3957709997672714, 0.22197323014032466]"
2021-09-24 00:00:00,0.06722990945575011,"[0.381231959185778, 0.398298693052425, 0.2204693477617971]"
2021-09-27 00:00:00,0.05205487748397508,"[0.3709622568171519, 0.4023926755794399, 0.22664506760340816]"
2021-09-28 00:00:00,0.056734427128417635,"[0.36423068351223564, 0.39883188501283096, 0.23693743147493343]"
2021-09-29 00:00:00,0.03609445348155571,"[0.3585465757688212, 0.4003077456591663, 0.24114567857201258]"
2021-09-30 00:00:00,0.049161168210696986,"[0.35049659013303497, 0.3951361815812174, 0.2543672282857476]"
2021-10-08 00:00:00,0.05539268681939488,"[0.3544213062173469, 0.3954044748923129, 0.25017421889034014]"
2021-10-11 00:00:00,0.04946557700135008,"[0.35093404612690376, 0.40044902308625446, 0.24861693078684177]"
2021-10-12 00:00:00,0.03094563235101736,"[0.35430628254075663, 0.4016973123684737, 0.24399640509076964]"
2021-10-13 00:00:00,0.03458405511318653,"[0.34669760031704033, 0.3981211692067081, 0.25518123047625163]"
2021-10-14 00:00:00,0.02956305639939794,"[0.3405073750288636, 0.40123290583581955, 0.25825971913531687]"
2021-10-15 00:00:00,0.0353410053319407,"[0.3432496831398447, 0.3975271371334897, 0.2592231797266656]"
2021-10-18 00:00:00,0.02865647218332166,"[0.3486928022621726, 0.39830576087881353, 0.25300143685901383]"
2021-10-19 00:00:00,0.03545299219001284,"[0.34242301485839755, 0.39597378856399473, 0.2616031965776077]"
2021-10-20 00:00:00,0.03506999581910136,"[0.34001223517886403, 0.39859296828190544, 0.26139479653923053]"
2021-10-21 00:00:00,0.03006110645507746,"[0.3402516751921249, 0.398275102827898, 0.2614732219799771]"
2021-10-22 00:00:00,0.03427999027126225,"[0.3319997986150973, 0.3972654668054327, 0.27073473457946995]"
2021-10-25 00:00:00,0.04843273804414939,"[0.3339937417086284, 0.3968202967223131, 0.26918596156905844]"
2021-10-26 00:00:00,0.05143751149151198,"[0.34271674506631883, 0.3834105551904535, 0.27387269974322764]"
2021-10-27 00:00:00,0.03978363182156927,"[0.34038961613290913, 0.3864635733027589, 0.27314681056433204]"
2021-10-28 00:00:00,0.02441351107915126,"[0.3245964558958399, 0.3686424415544099, 0.3067611025497502]"
2021-10-29 00:00:00,0.0274058875607807,"[0.31821203658572794, 0.3671874206868705, 0.3146005427274016]"
2021-11-01 00:00:00,0.023703192075072474,"[0.31225324300999496, 0.37634132324783554, 0.31140543374216956]"
2021-11-02 00:00:00,0.014831731306978561,"[0.3127550497473854, 0.3775496079011304, 0.30969534235148427]"
2021-11-03 00:00:00,0.017879313966907267,"[0.3117117107867858, 0.380105847591302, 0.3081824416219123]"
2021-11-04 00:00:00,0.032718624319919114,"[0.3139787747696691, 0.37716704984964006, 0.30885417538069077]"
2021-11-05 00:00:00,0.02430725421210187,"[0.3263183752326207, 0.3598081595768357, 0.31387346519054354]"
2021-11-08 00:00:00,0.03003513890396141,"[0.3265169022144033, 0.3530969509138172, 0.32038614687177946]"
2021-11-09 00:00:00,0.037128874343260315,"[0.3317506276423578, 0.35285425291048095, 0.3153951194471613]"
2021-11-10 00:00:00,0.03544296024940893,"[0.3179680121676775, 0.3406728957872918, 0.3413590920450307]"
2021-11-11 00:00:00,0.04046041150693039,"[0.31749419209908813, 0.34841567961726205, 0.33409012828364987]"
2021-11-12 00:00:00,0.0381117581523215,"[0.3110640135602412, 0.3481245298260509, 0.3408114566137078]"
2021-11-15 00:00:00,0.04302357965236052,"[0.3172011634143832, 0.3451737945919089, 0.33762504199370796]"
2021-11-16 00:00:00,0.0413944876034037,"[0.33329936242806685, 0.3603031029567025, 0.3063975346152307]"
2021-11-17 00:00:00,0.044593144550994626,"[0.33465992706375913, 0.36088670391119965, 0.3044533690250412]"
2021-11-18 00:00:00,0.0331121345066031,"[0.34772068243003407, 0.36616853283362943, 0.2861107847363366]"
2021-11-19 00:00:00,0.049240031240369804,"[0.34616037134837385, 0.3647708010464667, 0.2890688276051595]"
2021-11-22 00:00:00,0.05807897809575261,"[0.34067554735984645, 0.3731088598924235, 0.28621559274773006]"
2021-11-23 00:00:00,0.05866594948504457,"[0.3360767781615038, 0.3673364076133455, 0.29658681422515065]"
2021-11-24 00:00:00,0.06133046353964405,"[0.3332209995876252, 0.3661857558631715, 0.30059324454920333]"
2021-11-25 00:00:00,0.0642715080136441,"[0.33230577969027436, 0.37079581028150527, 0.2968984100282205]"
2021-11-26 00:00:00,0.05208604778674053,"[0.3290704337994958, 0.37266041480333834, 0.2982691513971658]"
2021-11-29 00:00:00,0.04996984379640933,"[0.32800636634518343, 0.37118484102050636, 0.3008087926343103]"
2021-11-30 00:00:00,0.05113156586778484,"[0.32168935629211554, 0.37230139026101183, 0.30600925344687274]"
2021-12-01 00:00:00,0.05569842188476877,"[0.3236564450461848, 0.37297042562161314, 0.3033731293322022]"
2021-12-02 00:00:00,0.05821916992223202,"[0.32248733695997395, 0.37176556300502417, 0.30574710003500194]"
2021-12-03 00:00:00,0.06827403006984102,"[0.3242020949431466, 0.3722883255459741, 0.30350957951087926]"
2021-12-06 00:00:00,0.061505964546776246,"[0.32039632884056257, 0.3635263656571719, 0.3160773055022656]"
2021-12-07 00:00:00,0.06719916762478574,"[0.33013113311237624, 0.3806710327411628, 0.28919783414646094]"
2021-12-08 00:00:00,0.08206151603184789,"[0.33437966995548346, 0.3754730193646808, 0.2901473106798358]"
2021-12-09 00:00:00,0.09903794989132157,"[0.3377301227952638, 0.37410795420968934, 0.28816192299504695]"
2021-12-10 00:00:00,0.09494598234684029,"[0.36236939795966644, 0.36543410297994294, 0.27219649906039073]"
2021-12-13 00:00:00,0.10690393889224421,"[0.36616433423350053, 0.3638507906731242, 0.2699848750933754]"
2021-12-14 00:00:00,0.09674349045827467,"[0.3672216585289433, 0.36743725673975436, 0.2653410847313024]"
2021-12-15 00:00:00,0.09273038157965953,"[0.3582324687479863, 0.36606663627041075, 0.27570089498160294]"
2021-12-16 00:00:00,0.1034347671582417,"[0.35727823968603767, 0.3681566551039923, 0.27456510520997]"
2021-12-17 00:00:00,0.09091470981687792,"[0.3454799941211423, 0.38478138907545395, 0.2697386168034038]"
2021-12-20 00:00:00,0.07129046037751455,"[0.3435005608434731, 0.3852454321245014, 0.27125400703202546]"
2021-12-21 00:00:00,0.08176973434452253,"[0.34871557022749583, 0.3749242151523298, 0.27636021462017435]"
2021-12-22 00:00:00,0.08210076824126254,"[0.3472879270405749, 0.37327837893200155, 0.27943369402742363]"
2021-12-23 00:00:00,0.0877120879100722,"[0.3497935928966726, 0.3718491745649341, 0.2783572325383934]"
2021-12-24 00:00:00,0.08295084215999646,"[0.35536101026074646, 0.367123461726673, 0.2775155280125805]"
2021-12-27 00:00:00,0.08366649648361021,"[0.35773073443338765, 0.36122069925123235, 0.28104856631537994]"
2021-12-28 00:00:00,0.09032129002081118,"[0.35120513359541744, 0.352464227644276, 0.2963306387603067]"
2021-12-29 00:00:00,0.07672259611534851,"[0.35818605217347543, 0.35289924278661156, 0.28891470503991307]"
2021-12-30 00:00:00,0.08925954673446956,"[0.3617242276428689, 0.352036682296701, 0.28623909006043025]"
2021-12-31 00:00:00,0.09600583785097633,"[0.36157149567949787, 0.35322061728474907, 0.285207887035753]"
2022-01-04 00:00:00,0.09845636972507815,"[0.37107966406743725, 0.34431744106801104, 0.2846028948645517]"
2022-01-05 00:00:00,0.08486510076829941,"[0.3700752567269657, 0.34290024107501615, 0.2870245021980183]"
2022-01-06 00:00:00,0.08092814612360888,"[0.37564980760637723, 0.3498327172497028, 0.27451747514391994]"
2022-01-07 00:00:00,0.07527298997272004,"[0.37764715604863125, 0.3469800042516419, 0.27537283969972687]"
2022-01-10 00:00:00,0.08349504854583473,"[0.3748390186843821, 0.3496084716210299, 0.275552509694588]"
2022-01-11 00:00:00,0.07136757722106363,"[0.37701085765849224, 0.3498620122630709, 0.27312713007843686]"
2022-01-12 00:00:00,0.08232090098867878,"[0.37169018232513884, 0.3512868861559719, 0.27702293151888924]"
2022-01-13 00:00:00,0.06670418312914322,"[0.37306638513255735, 0.3551527996421389, 0.2717808152253038]"
2022-01-14 00:00:00,0.06419886691751947,"[0.3781197563512696, 0.34456576411835793, 0.2773144795303724]"
2022-01-17 00:00:00,0.07649554372544916,"[0.37965279708747834, 0.34561596419969015, 0.2747312387128315]"
2022-01-18 00:00:00,0.08238457197248966,"[0.3887623820443911, 0.35043747105597467, 0.26080014689963416]"
2022-01-19 00:00:00,0.07775781393410923,"[0.38230386422450663, 0.3473325420863159, 0.27036359368917756]"
2022-01-20 00:00:00,0.0743575202081082,"[0.3822487252769765, 0.34708447151137967, 0.2706668032116439]"
2022-01-21 00:00:00,0.055993686039468464,"[0.3758651390111676, 0.36197992664005585, 0.2621549343487765]"
2022-01-24 00:00:00,0.05656926960170146,"[0.3689378342143215, 0.3749677024493828, 0.2560944633362956]"
2022-01-25 00:00:00,0.02163046905945013,"[0.3663928786436971, 0.3770191201120617, 0.25658800124424136]"
2022-01-26 00:00:00,0.02677576979938945,"[0.37417988346951747, 0.3800489262904188, 0.24577119024006375]"
2022-01-27 00:00:00,0.0017982021570297664,"[0.3767200698108429, 0.3779659142514319, 0.24531401593772506]"
2022-01-28 00:00:00,-0.008735695518720448,"[0.37831164151872293, 0.3859946676646321, 0.2356936908166451]"
2022-02-07 00:00:00,0.008837337887117823,"[0.38070539660624036, 0.38426180725203635, 0.2350327961417233]"
2022-02-08 00:00:00,0.017467062557051292,"[0.38052057832461567, 0.3712183058841686, 0.24826111579121574]"
2022-02-09 00:00:00,0.03427399259834145,"[0.37918070261352904, 0.3790347582181584, 0.24178453916831258]"
2022-02-10 00:00:00,0.03473115884995082,"[0.3803198683435635, 0.3770434852756316, 0.24263664638080495]"
2022-02-11 00:00:00,0.022925961817264515,"[0.37906351015868206, 0.37770613735298536, 0.2432303524883327]"
2022-02-14 00:00:00,0.015450644552224366,"[0.3784214452869729, 0.3838302534343062, 0.23774830127872099]"
2022-02-15 00:00:00,0.025451024822611655,"[0.38082352679450804, 0.3802382236084405, 0.23893824959705148]"
2022-02-16 00:00:00,0.02636567779088568,"[0.3801903736038126, 0.3817285432007155, 0.23808108319547197]"
2022-02-17 00:00:00,0.0303599040562085,"[0.3787138023869698, 0.3799116491985993, 0.241374548414431]"
2022-02-18 00:00:00,0.03798299745206588,"[0.37868336917571277, 0.3815897107660388, 0.23972692005824822]"
2022-02-21 00:00:00,0.04332944267874392,"[0.3780866363731817, 0.3788589274438615, 0.2430544361829569]"
2022-02-22 00:00:00,0.031066555366150696,"[0.3782108944436305, 0.37996772634456916, 0.2418213792118004]"
2022-02-23 00:00:00,0.04517663672135162,"[0.3797276976119081, 0.37693680008237423, 0.2433355023057177]"
2022-02-24 00:00:00,0.021391316123006085,"[0.3813087897262448, 0.37539359817716644, 0.2432976120965888]"
2022-02-25 00:00:00,0.030040417247135322,"[0.3895698993146301, 0.3758346262190584, 0.23459547446631154]"
2022-02-28 00:00:00,0.03511832809982836,"[0.39105459342901394, 0.3765369431189802, 0.2324084634520058]"
2022-03-01 00:00:00,0.04098155113287055,"[0.39149298749904987, 0.377419692870838, 0.23108731963011223]"
2022-03-02 00:00:00,0.038739813257035946,"[0.39600954626406715, 0.3743185011407105, 0.2296719525952223]"
2022-03-03 00:00:00,0.03406568210430895,"[0.39658566493887026, 0.37203613903609517, 0.2313781960250345]"
2022-03-04 00:00:00,0.02419352119503248,"[0.39395045401826023, 0.37942463129782555, 0.22662491468391424]"
2022-03-07 00:00:00,-0.004492503113028665,"[0.3960188532701699, 0.37446321420130224, 0.2295179325285279]"
2022-03-08 00:00:00,-0.03715516652072735,"[0.38974915390148906, 0.37043767071691175, 0.2398131753815992]"
2022-03-09 00:00:00,-0.04057906090721448,"[0.38874812936906405, 0.37257452030002985, 0.23867735033090595]"
2022-03-10 00:00:00,-0.026386297748014497,"[0.3882335985517456, 0.3732098209898337, 0.23855658045842068]"
2022-03-11 00:00:00,-0.016934364517024618,"[0.38124306669286434, 0.38037307560739303, 0.23838385769974266]"
2022-03-14 00:00:00,-0.038752262559302524,"[0.3867114104277249, 0.3782954894021483, 0.23499310017012698]"
2022-03-15 00:00:00,-0.08391380331011546,"[0.38729991455440815, 0.37236535371725443, 0.2403347317283374]"
2022-03-16 00:00:00,-0.04547217709636523,"[0.3668121003441575, 0.3573728073252902, 0.27581509233055235]"
2022-03-17 00:00:00,-0.030882106858486358,"[0.3719077394586825, 0.35037444950789287, 0.27771781103342463]"
2022-03-18 00:00:00,-0.021464640001195374,"[0.3680435583668346, 0.34546513429644826, 0.2864913073367171]"
2022-03-21 00:00:00,-0.01808753121303909,"[0.3685608039183093, 0.3462079186020416, 0.28523127747964916]"
2022-03-22 00:00:00,-0.021216029464712207,"[0.37011959693404994, 0.3516599026653965, 0.27822050040055357]"
2022-03-23 00:00:00,-0.017151654554163266,"[0.3719274237748783, 0.35251911144209036, 0.27555346478303133]"
2022-03-24 00:00:00,-0.02547254839427155,"[0.3688295498367147, 0.3556322858440571, 0.2755381643192283]"
2022-03-25 00:00:00,-0.04046485191313316,"[0.369678288377026, 0.35508739723066984, 0.2752343143923041]"
2022-03-28 00:00:00,-0.04029993400750179,"[0.3721779767990175, 0.3491054910530707, 0.2787165321479118]"
2022-03-29 00:00:00,-0.048427349077427545,"[0.3697764311048673, 0.3523119208267799, 0.2779116480683527]"
2022-03-30 00:00:00,-0.020761295147478695,"[0.37085907556003933, 0.35111770525231906, 0.2780232191876417]"
2022-03-31 00:00:00,-0.02819088804362033,"[0.37483326875413037, 0.34296979688129475, 0.28219693436457494]"
2022-04-01 00:00:00,-0.01741937646942137,"[0.3749196257533087, 0.3423886826990249, 0.2826916915476665]"
2022-04-06 00:00:00,-0.014876003652242687,"[0.3730021023281941, 0.340722034455328, 0.28627586321647785]"
2022-04-07 00:00:00,-0.03022054563771088,"[0.37159837292357584, 0.34114817341304776, 0.2872534536633765]"
2022-04-08 00:00:00,-0.026844982600659408,"[0.3714161763749125, 0.34193725249012313, 0.28664657113496433]"
2022-04-11 00:00:00,-0.05750710601409745,"[0.3642004812923455, 0.34389352182300487, 0.2919059968846495]"
2022-04-12 00:00:00,-0.039938902524533845,"[0.3597203364377146, 0.33747525456316624, 0.30280440899911915]"
2022-04-13 00:00:00,-0.05409284666814505,"[0.3609815061973906, 0.33635793145478987, 0.3026605623478195]"
2022-04-14 00:00:00,-0.041744133021106994,"[0.35954379613992604, 0.3369226746992489, 0.303533529160825]"
2022-04-15 00:00:00,-0.04298140690829056,"[0.35805570748391485, 0.336210205104112, 0.3057340874119732]"
2022-04-18 00:00:00,-0.043174053117659435,"[0.35827254402749, 0.3363358982231658, 0.3053915577493442]"
2022-04-19 00:00:00,-0.047857230362562266,"[0.35864786960876904, 0.336666914882528, 0.30468521550870303]"
2022-04-20 00:00:00,-0.06416647966086533,"[0.35931571696691844, 0.33687311027274897, 0.30381117276033254]"
2022-04-21 00:00:00,-0.08980287175095672,"[0.356165039145575, 0.33544627795659543, 0.30838868289782945]"
2022-04-22 00:00:00,-0.09086413215663074,"[0.3503176648534638, 0.33311510664011085, 0.3165672285064254]"
2022-04-25 00:00:00,-0.14347859978604371,"[0.3506670764775253, 0.33306574863502364, 0.31626717488745104]"
2022-04-26 00:00:00,-0.15605977656186915,"[0.3475385297307074, 0.3280868550181828, 0.3243746152511098]"
2022-04-27 00:00:00,-0.12169178089143282,"[0.3429466659243565, 0.3262150352301236, 0.33083829884551985]"
2022-04-28 00:00:00,-0.12287636181169778,"[0.34986382799418847, 0.3306208565915368, 0.31951531541427486]"
2022-04-29 00:00:00,-0.0847980622088966,"[0.365787985312143, 0.3354397661188702, 0.2987722485689868]"
2022-05-05 00:00:00,-0.08274465300756885,"[0.36595946416107633, 0.34623476386791396, 0.28780577197100976]"
2022-05-06 00:00:00,-0.10252580422992202,"[0.3637738809459963, 0.34501569773980123, 0.29121042131420255]"
2022-05-09 00:00:00,-0.10269169692167024,"[0.3621796141053103, 0.34129011384619096, 0.29653027204849886]"
2022-05-10 00:00:00,-0.09127607156979654,"[0.36207022772667385, 0.34157475890434463, 0.2963550133689815]"
2022-05-11 00:00:00,-0.08209921013179242,"[0.36325507392442774, 0.3406469187256486, 0.2960980073499237]"
2022-05-12 00:00:00,-0.08301084324961441,"[0.3685957129090214, 0.3379627083529607, 0.29344157873801796]"
2022-05-13 00:00:00,-0.0753796957937569,"[0.3687359146808824, 0.33851383998801976, 0.29275024533109795]"
2022-05-16 00:00:00,-0.08207737060565448,"[0.3648031974786531, 0.3403250762990047, 0.29487172622234215]"
2022-05-17 00:00:00,-0.07480114822827678,"[0.36511620949900414, 0.3400537278501353, 0.2948300626508606]"
2022-05-18 00:00:00,-0.07572031663986438,"[0.3659143688487585, 0.33888163884947753, 0.29520399230176403]"
2022-05-19 00:00:00,-0.06902805938075739,"[0.3615898745793513, 0.34554592281786706, 0.2928642026027816]"
2022-05-20 00:00:00,-0.05329687142769178,"[0.3603676677328281, 0.3462437436986923, 0.29338858856847966]"
2022-05-23 00:00:00,-0.05272437156818346,"[0.36204142576338794, 0.3466228692527038, 0.2913357049839083]"
2022-05-24 00:00:00,-0.07843149699393498,"[0.361757048324038, 0.34621907376434596, 0.2920238779116161]"
2022-05-25 00:00:00,-0.06533402341665956,"[0.36137646049189287, 0.34587439994953734, 0.29274913955856985]"
2022-05-26 00:00:00,-0.05923221504133492,"[0.3646661776345425, 0.34264380382752835, 0.2926900185379291]"
2022-05-27 00:00:00,-0.060538702174500816,"[0.3605854248698134, 0.34510593373907, 0.2943086413911166]"
2022-05-30 00:00:00,-0.05408709994729584,"[0.35828005731405144, 0.3447221365321979, 0.29699780615375077]"
2022-05-31 00:00:00,-0.03748951266761135,"[0.356859886301937, 0.3431376094297105, 0.30000250426835257]"
2022-06-01 00:00:00,-0.03532574019405613,"[0.36053714495426237, 0.3451269751057502, 0.2943358799399874]"
2022-06-02 00:00:00,-0.03276193363663649,"[0.36066528323888053, 0.3456429560747141, 0.2936917606864053]"
2022-06-06 00:00:00,-0.014881591792052541,"[0.3603448967087953, 0.34583444353901954, 0.2938206597521852]"
2022-06-07 00:00:00,-0.013400685261445576,"[0.3644805603085124, 0.34655603104105276, 0.28896340865043485]"
2022-06-08 00:00:00,-0.0036957980250107592,"[0.3669831066927206, 0.3447360388251052, 0.2882808544821743]"
2022-06-09 00:00:00,-0.018824028583614275,"[0.37319833607466013, 0.33933253958082077, 0.28746912434451916]"
2022-06-10 00:00:00,-0.002558053160721784,"[0.3776377794291469, 0.3412590518581857, 0.2811031687126674]"
2022-06-13 00:00:00,-0.009558037641037593,"[0.39634811387247504, 0.3459055183312738, 0.2577463677962511]"
2022-06-14 00:00:00,-0.0007930079832275255,"[0.3973552838449605, 0.3443222886374174, 0.25832242751762224]"
2022-06-15 00:00:00,0.011526672203267698,"[0.3987696282714012, 0.34359763360025897, 0.2576327381283399]"
2022-06-16 00:00:00,0.010195038687706078,"[0.39373170958078235, 0.3402260580915357, 0.2660422323276819]"
2022-06-17 00:00:00,0.023567030077516534,"[0.39107277033642507, 0.3264151556552217, 0.28251207400835315]"
2022-06-20 00:00:00,0.03633085095809877,"[0.3955206409990826, 0.3287800696938456, 0.2756992893070719]"
2022-06-21 00:00:00,0.03505763789827331,"[0.39779821280777505, 0.34787199262772445, 0.25432979456450056]"
2022-06-22 00:00:00,0.01955954782363996,"[0.3971506013044453, 0.3519396854623774, 0.25090971323317734]"
2022-06-23 00:00:00,0.03734769314583422,"[0.39058588896426, 0.34948268719961356, 0.2599314238361265]"
2022-06-24 00:00:00,0.04662666424929986,"[0.38785725201200316, 0.3516359426956566, 0.2605068052923402]"
2022-06-27 00:00:00,0.057740229318669595,"[0.39217665094111837, 0.3513254218146724, 0.2564979272442091]"
2022-06-28 00:00:00,0.06894143412785747,"[0.3966740805021796, 0.3493615978938419, 0.2539643216039785]"
2022-06-29 00:00:00,0.055014077843130754,"[0.39599687007763157, 0.34776088969722707, 0.25624224022514147]"
2022-06-30 00:00:00,0.06929247490977859,"[0.38857172700363657, 0.35473596546585456, 0.25669230753050887]"
2022-07-01 00:00:00,0.06720525282436701,"[0.38642093516844017, 0.3570846689860065, 0.2564943958455534]"
2022-07-04 00:00:00,0.07388544761691149,"[0.388809208322604, 0.3571596603480449, 0.2540311313293511]"
2022-07-05 00:00:00,0.06931326667439854,"[0.38891492002411404, 0.3610698891202729, 0.25001519085561313]"
2022-07-06 00:00:00,0.054116653159030643,"[0.38924978798256615, 0.3626063388588341, 0.2481438731585998]"
2022-07-07 00:00:00,0.059730896907039706,"[0.38914224492414407, 0.3715736544909832, 0.23928410058487282]"
